,state,regional_division,population,article_title,revision_id,article_quality
5188,Indiana,East North Central,6833037,"Worthington, Indiana",1166334436,C
5189,Indiana,East North Central,6833037,"Wynnedale, Indiana",1166334474,C
5190,Indiana,East North Central,6833037,"Yeoman, Indiana",1166231594,C
5191,Indiana,East North Central,6833037,"Zanesville, Indiana",1171168835,C
5192,Iowa,West North Central,3200517,"Millville, Iowa",1165893545,Start
5193,Iowa,West North Central,3200517,"Ackley, Iowa",1171169203,GA
5194,Iowa,West North Central,3200517,"Hardin County, Iowa",1160186037,C
5195,Iowa,West North Central,3200517,"Franklin County, Iowa",1160186824,C
5196,Iowa,West North Central,3200517,"Ackworth, Iowa",1165502603,C
5197,Iowa,West North Central,3200517,"Warren County, Iowa",1155074486,C
5198,Iowa,West North Central,3200517,"Adair, Iowa",1171125453,GA
5199,Iowa,West North Central,3200517,"Adair County, Iowa",1155054081,C
5200,Iowa,West North Central,3200517,"Guthrie County, Iowa",1160186638,C
5201,Iowa,West North Central,3200517,"Adel, Iowa",1158081903,C
5202,Iowa,West North Central,3200517,"Dallas County, Iowa",1155055810,C
5203,Iowa,West North Central,3200517,"Afton, Iowa",1165506142,C
5204,Iowa,West North Central,3200517,"Union County, Iowa",1160186241,C
5205,Iowa,West North Central,3200517,"Agency, Iowa",1165506156,C
5206,Iowa,West North Central,3200517,"Wapello County, Iowa",1160186235,C
5207,Iowa,West North Central,3200517,"Ainsworth, Iowa",1165506190,C
5208,Iowa,West North Central,3200517,"Washington County, Iowa",1155074549,C
5209,Iowa,West North Central,3200517,"Akron, Iowa",1165506224,C
5210,Iowa,West North Central,3200517,"Plymouth County, Iowa",1160186304,C
5211,Iowa,West North Central,3200517,"Albert City, Iowa",1165506305,C
5212,Iowa,West North Central,3200517,"Buena Vista County, Iowa",1173438716,C
5213,Iowa,West North Central,3200517,"Albia, Iowa",1169918549,GA
5214,Iowa,West North Central,3200517,"Monroe County, Iowa",1160186322,C
5215,Iowa,West North Central,3200517,"Albion, Iowa",1165506347,C
5216,Iowa,West North Central,3200517,"Marshall County, Iowa",1168287719,C
5217,Iowa,West North Central,3200517,"Alburnett, Iowa",1166697232,C
5218,Iowa,West North Central,3200517,"Linn County, Iowa",1164729961,C
5219,Iowa,West North Central,3200517,"Alden, Iowa",1178489148,C
5220,Iowa,West North Central,3200517,"Alexander, Iowa",1165506400,C
5221,Iowa,West North Central,3200517,"Algona, Iowa",1174339357,C
5222,Iowa,West North Central,3200517,"Kossuth County, Iowa",1171931539,C
5223,Iowa,West North Central,3200517,"Alleman, Iowa",1169383096,C
5224,Iowa,West North Central,3200517,"Polk County, Iowa",1175273601,C
5225,Iowa,West North Central,3200517,"Allerton, Iowa",1165506486,GA
5226,Iowa,West North Central,3200517,"Wayne County, Iowa",1174345086,C
5227,Iowa,West North Central,3200517,"Allison, Iowa",1165506499,C
5228,Iowa,West North Central,3200517,"Butler County, Iowa",1160186201,C
5229,Iowa,West North Central,3200517,"Alta, Iowa",1176232758,C
5230,Iowa,West North Central,3200517,"Alta Vista, Iowa",1165506616,C
5231,Iowa,West North Central,3200517,"Chickasaw County, Iowa",1160186932,C
5232,Iowa,West North Central,3200517,"Alton, Iowa",1171327641,C
5233,Iowa,West North Central,3200517,"Sioux County, Iowa",1160186270,C
5234,Iowa,West North Central,3200517,"Altoona, Iowa",1180035114,C
5235,Iowa,West North Central,3200517,"Alvord, Iowa",1165506812,C
5236,Iowa,West North Central,3200517,"Lyon County, Iowa",1163018084,C
5237,Iowa,West North Central,3200517,"Ames, Iowa",1179870443,B
5238,Iowa,West North Central,3200517,"Story County, Iowa",1166326655,C
5239,Iowa,West North Central,3200517,"Anamosa, Iowa",1174801308,C
5240,Iowa,West North Central,3200517,"Jones County, Iowa",1155059648,C
5241,Iowa,West North Central,3200517,"Andover, Iowa",1165507188,C
5242,Iowa,West North Central,3200517,"Clinton County, Iowa",1161289110,C
5243,Iowa,West North Central,3200517,"Andrew, Iowa",1174655680,C
5244,Iowa,West North Central,3200517,"Jackson County, Iowa",1175822520,C
5245,Iowa,West North Central,3200517,"Anita, Iowa",1165507242,C
5246,Iowa,West North Central,3200517,"Cass County, Iowa",1167993634,C
5247,Iowa,West North Central,3200517,"Ankeny, Iowa",1179869504,GA
5248,Iowa,West North Central,3200517,"Anthon, Iowa",1173352622,C
5249,Iowa,West North Central,3200517,"Woodbury County, Iowa",1176979687,C
5250,Iowa,West North Central,3200517,"Aplington, Iowa",1165507336,C
5251,Iowa,West North Central,3200517,"Arcadia, Iowa",1165507383,C
5252,Iowa,West North Central,3200517,"Carroll County, Iowa",1160186959,C
5253,Iowa,West North Central,3200517,"Archer, Iowa",1165507412,C
5254,Iowa,West North Central,3200517,"O'Brien County, Iowa",1155060751,C
5255,Iowa,West North Central,3200517,"Aredale, Iowa",1174245720,C
5256,Iowa,West North Central,3200517,"Arion, Iowa",1165507477,C
5257,Iowa,West North Central,3200517,"Crawford County, Iowa",1160186886,C
5258,Iowa,West North Central,3200517,"Arispe, Iowa",1165507480,C
5259,Iowa,West North Central,3200517,"Arlington, Iowa",1165507501,C
5260,Iowa,West North Central,3200517,"Fayette County, Iowa",1160186832,C
5261,Iowa,West North Central,3200517,"Armstrong, Iowa",1174502233,C
5262,Iowa,West North Central,3200517,"Emmet County, Iowa",1160186091,C
5263,Iowa,West North Central,3200517,"Arnolds Park, Iowa",1174555154,C
5264,Iowa,West North Central,3200517,"Dickinson County, Iowa",1155055953,C
5265,Iowa,West North Central,3200517,"Arthur, Iowa",1165507597,C
5266,Iowa,West North Central,3200517,"Ida County, Iowa",1160775350,C
5267,Iowa,West North Central,3200517,"Asbury, Iowa",1165507623,C
5268,Iowa,West North Central,3200517,"Dubuque County, Iowa",1157959917,C
5269,Iowa,West North Central,3200517,"Ashton, Iowa",1165507694,C
5270,Iowa,West North Central,3200517,"Osceola County, Iowa",1160186313,C
5271,Iowa,West North Central,3200517,"Aspinwall, Iowa",1175093649,C
5272,Iowa,West North Central,3200517,"Atalissa, Iowa",1165507745,C
5273,Iowa,West North Central,3200517,"Muscatine County, Iowa",1173126738,C
5274,Iowa,West North Central,3200517,"Atkins, Iowa",1171116420,C
5275,Iowa,West North Central,3200517,"Benton County, Iowa",1155054336,C
5276,Iowa,West North Central,3200517,"Atlantic, Iowa",1165524831,C
5277,Iowa,West North Central,3200517,"Auburn, Iowa",1175562992,GA
5278,Iowa,West North Central,3200517,"Sac County, Iowa",1160186282,C
5279,Iowa,West North Central,3200517,"Audubon, Iowa",1165507979,GA
5280,Iowa,West North Central,3200517,"Audubon County, Iowa",1165720083,C
5281,Iowa,West North Central,3200517,"Aurelia, Iowa",1165508046,C
5282,Iowa,West North Central,3200517,"Cherokee County, Iowa",1160186174,C
5283,Iowa,West North Central,3200517,"Aurora, Iowa",1165508063,C
5284,Iowa,West North Central,3200517,"Buchanan County, Iowa",1160187274,C
5285,Iowa,West North Central,3200517,"Avoca, Iowa",1170976190,C
5286,Iowa,West North Central,3200517,"Pottawattamie County, Iowa",1155072025,C
5287,Iowa,West North Central,3200517,"Ayrshire, Iowa",1176154351,C
5288,Iowa,West North Central,3200517,"Palo Alto County, Iowa",1160185856,C
5289,Iowa,West North Central,3200517,"Badger, Iowa",1165508223,C
5290,Iowa,West North Central,3200517,"Webster County, Iowa",1166311249,C
5291,Iowa,West North Central,3200517,"Bagley, Iowa",1167478498,C
5292,Iowa,West North Central,3200517,"Baldwin, Iowa",1165508282,C
5293,Iowa,West North Central,3200517,"Balltown, Iowa",1165508298,C
5294,Iowa,West North Central,3200517,"Bancroft, Iowa",1165508319,C
5295,Iowa,West North Central,3200517,"Bankston, Iowa",1165508337,C
5296,Iowa,West North Central,3200517,"Barnes City, Iowa",1165508403,C
5297,Iowa,West North Central,3200517,"Mahaska County, Iowa",1160186336,C
5298,Iowa,West North Central,3200517,"Poweshiek County, Iowa",1165721278,C
5299,Iowa,West North Central,3200517,"Barnum, Iowa",1165508437,C
5300,Iowa,West North Central,3200517,"Bassett, Iowa",1165508528,Start
5301,Iowa,West North Central,3200517,"Batavia, Iowa",1176416089,C
5302,Iowa,West North Central,3200517,"Jefferson County, Iowa",1173240443,C
5303,Iowa,West North Central,3200517,"Battle Creek, Iowa",1165508588,C
5304,Iowa,West North Central,3200517,"Baxter, Iowa",1177953633,C
5305,Iowa,West North Central,3200517,"Jasper County, Iowa",1160186367,C
5306,Iowa,West North Central,3200517,"Bayard, Iowa",1165508690,C
5307,Iowa,West North Central,3200517,"Beacon, Iowa",1165508757,GA
5308,Iowa,West North Central,3200517,"Beaconsfield, Iowa",1178044358,C
5309,Iowa,West North Central,3200517,"Ringgold County, Iowa",1160186291,C
5310,Iowa,West North Central,3200517,"Beaman, Iowa",1165508796,GA
5311,Iowa,West North Central,3200517,"Grundy County, Iowa",1155056155,C
5312,Iowa,West North Central,3200517,"Beaver, Iowa",1165508920,C
5313,Iowa,West North Central,3200517,"Boone County, Iowa",1160187288,C
5314,Iowa,West North Central,3200517,"Bedford, Iowa",1173478555,C
5315,Iowa,West North Central,3200517,"Taylor County, Iowa",1160186245,C
5316,Iowa,West North Central,3200517,"Belle Plaine, Iowa",1170707910,C
5317,Iowa,West North Central,3200517,"Bellevue, Iowa",1165509146,C
5318,Iowa,West North Central,3200517,"Belmond, Iowa",1165509220,C
5319,Iowa,West North Central,3200517,"Wright County, Iowa",1160186206,C
5320,Iowa,West North Central,3200517,"Bennett, Iowa",1165535648,C
5321,Iowa,West North Central,3200517,"Cedar County, Iowa",1170399556,C
5322,Iowa,West North Central,3200517,"Benton, Iowa",1178751962,C
5323,Iowa,West North Central,3200517,"Berkley, Iowa",1165535971,C
5324,Iowa,West North Central,3200517,"Bernard, Iowa",1165536014,GA
5325,Iowa,West North Central,3200517,"Bertram, Iowa",1165536035,C
5326,Iowa,West North Central,3200517,"Bettendorf, Iowa",1178794148,C
5327,Iowa,West North Central,3200517,"Scott County, Iowa",1179080529,C
5328,Iowa,West North Central,3200517,"Bevington, Iowa",1165536088,C
5329,Iowa,West North Central,3200517,"Madison County, Iowa",1161456248,C
5330,Iowa,West North Central,3200517,"Birmingham, Iowa",1165536180,GA
5331,Iowa,West North Central,3200517,"Van Buren County, Iowa",1155074387,C
5332,Iowa,West North Central,3200517,"Blairsburg, Iowa",1165536302,C
5333,Iowa,West North Central,3200517,"Hamilton County, Iowa",1160186054,C
5334,Iowa,West North Central,3200517,"Blairstown, Iowa",1165536303,C
5335,Iowa,West North Central,3200517,"Blakesburg, Iowa",1179105645,C
5336,Iowa,West North Central,3200517,"Blanchard, Iowa",1165536322,GA
5337,Iowa,West North Central,3200517,"Page County, Iowa",1175428088,C
5338,Iowa,West North Central,3200517,"Blencoe, Iowa",1165536360,C
5339,Iowa,West North Central,3200517,"Monona County, Iowa",1160185893,C
5340,Iowa,West North Central,3200517,"Blockton, Iowa",1165536383,C
5341,Iowa,West North Central,3200517,"Bloomfield, Iowa",1165536394,C
5342,Iowa,West North Central,3200517,"Davis County, Iowa",1176291779,C
5343,Iowa,West North Central,3200517,"Blue Grass, Iowa",1166825288,C
5344,Iowa,West North Central,3200517,"Bode, Iowa",1165536554,C
5345,Iowa,West North Central,3200517,"Humboldt County, Iowa",1160186571,C
5346,Iowa,West North Central,3200517,"Bonaparte, Iowa",1165536606,C
5347,Iowa,West North Central,3200517,"Bondurant, Iowa",1172725972,C
5348,Iowa,West North Central,3200517,"Boone, Iowa",1154142467,GA
5349,Iowa,West North Central,3200517,"Bouton, Iowa",1171240911,C
5350,Iowa,West North Central,3200517,"Boxholm, Iowa",1165536768,C
5351,Iowa,West North Central,3200517,"Boyden, Iowa",1165536779,C
5352,Iowa,West North Central,3200517,"Braddyville, Iowa",1165536798,C
5353,Iowa,West North Central,3200517,"Bradgate, Iowa",1165536810,C
5354,Iowa,West North Central,3200517,"Brandon, Iowa",1165536854,C
5355,Iowa,West North Central,3200517,"Brayton, Iowa",1165536894,C
5356,Iowa,West North Central,3200517,"Breda, Iowa",1165536935,GA
5357,Iowa,West North Central,3200517,"Bridgewater, Iowa",1165537093,C
5358,Iowa,West North Central,3200517,"Brighton, Iowa",1165537125,GA
5359,Iowa,West North Central,3200517,"Bristow, Iowa",1165537151,C
5360,Iowa,West North Central,3200517,"Britt, Iowa",1176888126,C
5361,Iowa,West North Central,3200517,"Hancock County, Iowa",1160186621,C
5362,Iowa,West North Central,3200517,"Bronson, Iowa",1165537248,C
5363,Iowa,West North Central,3200517,"Brooklyn, Iowa",1168738110,C
5364,Iowa,West North Central,3200517,"Brunsville, Iowa",1165537465,C
5365,Iowa,West North Central,3200517,"Buck Grove, Iowa",1165537511,C
5366,Iowa,West North Central,3200517,"Buckeye, Iowa",1165537515,C
5367,Iowa,West North Central,3200517,"Buffalo, Iowa",1165537583,C
5368,Iowa,West North Central,3200517,"Buffalo Center, Iowa",1165537566,C
5369,Iowa,West North Central,3200517,"Winnebago County, Iowa",1172141606,C
5370,Iowa,West North Central,3200517,"Burlington, Iowa",1172719701,C
5371,Iowa,West North Central,3200517,"Des Moines County, Iowa",1157467600,C
5372,Iowa,West North Central,3200517,"Burt, Iowa",1165537774,C
5373,Iowa,West North Central,3200517,"Bussey, Iowa",1165537806,GA
5374,Iowa,West North Central,3200517,"Marion County, Iowa",1160185932,C
5375,Iowa,West North Central,3200517,"Calamus, Iowa",1165537919,C
5376,Iowa,West North Central,3200517,"Callender, Iowa",1165537997,C
5377,Iowa,West North Central,3200517,"Calmar, Iowa",1165538006,C
5378,Iowa,West North Central,3200517,"Winneshiek County, Iowa",1152360491,C
5379,Iowa,West North Central,3200517,"Calumet, Iowa",1165538016,C
5380,Iowa,West North Central,3200517,"Camanche, Iowa",1175735451,C
5381,Iowa,West North Central,3200517,"Cambridge, Iowa",1165538035,C
5382,Iowa,West North Central,3200517,"Cantril, Iowa",1165538244,GA
5383,Iowa,West North Central,3200517,"Carbon, Iowa",1165538285,C
5384,Iowa,West North Central,3200517,"Adams County, Iowa",1155054104,C
5385,Iowa,West North Central,3200517,"Carlisle, Iowa",1174974743,C
5386,Iowa,West North Central,3200517,"Carpenter, Iowa",1174052658,C
5387,Iowa,West North Central,3200517,"Mitchell County, Iowa",1160185907,C
5388,Iowa,West North Central,3200517,"Carroll, Iowa",1165538434,C
5389,Iowa,West North Central,3200517,"Carson, Iowa",1165538457,C
5390,Iowa,West North Central,3200517,"Carter Lake, Iowa",1177181164,C
5391,Iowa,West North Central,3200517,"Cascade, Iowa",1165538531,C
5392,Iowa,West North Central,3200517,"Casey, Iowa",1177648840,C
5393,Iowa,West North Central,3200517,"Castalia, Iowa",1165538565,C
5394,Iowa,West North Central,3200517,"Castana, Iowa",1165538571,GA
5395,Iowa,West North Central,3200517,"Cedar Falls, Iowa",1178794157,C
5396,Iowa,West North Central,3200517,"Black Hawk County, Iowa",1176358860,C
5397,Iowa,West North Central,3200517,"Cedar Rapids, Iowa",1179868370,GA
5398,Iowa,West North Central,3200517,"Center Point, Iowa",1165538798,C
5399,Iowa,West North Central,3200517,"Centerville, Iowa",1158733316,C
5400,Iowa,West North Central,3200517,"Appanoose County, Iowa",1173873519,C
5401,Iowa,West North Central,3200517,"Central City, Iowa",1165538866,C
5402,Iowa,West North Central,3200517,"Centralia, Iowa",1165538899,C
5403,Iowa,West North Central,3200517,"Chariton, Iowa",1158664399,C
5404,Iowa,West North Central,3200517,"Lucas County, Iowa",1160186350,C
5405,Iowa,West North Central,3200517,"Charles City, Iowa",1159328499,C
5406,Iowa,West North Central,3200517,"Floyd County, Iowa",1160186077,C
5407,Iowa,West North Central,3200517,"Charlotte, Iowa",1165539031,C
5408,Iowa,West North Central,3200517,"Charter Oak, Iowa",1165539039,C
5409,Iowa,West North Central,3200517,"Chatsworth, Iowa",1165539061,C
5410,Iowa,West North Central,3200517,"Chelsea, Iowa",1165539095,C
5411,Iowa,West North Central,3200517,"Tama County, Iowa",1161283030,C
5412,Iowa,West North Central,3200517,"Cherokee, Iowa",1165539123,C
5413,Iowa,West North Central,3200517,"Chester, Iowa",1165539159,C
5414,Iowa,West North Central,3200517,"Howard County, Iowa",1166532028,C
5415,Iowa,West North Central,3200517,"Chillicothe, Iowa",1165539244,GA
5416,Iowa,West North Central,3200517,"Churdan, Iowa",1165539419,C
5417,Iowa,West North Central,3200517,"Greene County, Iowa",1160186660,C
5418,Iowa,West North Central,3200517,"Cincinnati, Iowa",1175821231,C
5419,Iowa,West North Central,3200517,"Clare, Iowa",1165539479,C
5420,Iowa,West North Central,3200517,"Clarence, Iowa",1165539490,C
5421,Iowa,West North Central,3200517,"Clarinda, Iowa",1169587517,C
5422,Iowa,West North Central,3200517,"Clarion, Iowa",1165539512,C
5423,Iowa,West North Central,3200517,"Clarksville, Iowa",1165539583,C
5424,Iowa,West North Central,3200517,"Clayton, Iowa",1165644195,C
5425,Iowa,West North Central,3200517,"Clayton County, Iowa",1160186906,C
5426,Iowa,West North Central,3200517,"Clear Lake, Iowa",1136919419,GA
5427,Iowa,West North Central,3200517,"Cerro Gordo County, Iowa",1161326207,C
5428,Iowa,West North Central,3200517,"Clearfield, Iowa",1165644317,C
5429,Iowa,West North Central,3200517,"Cleghorn, Iowa",1165644340,C
5430,Iowa,West North Central,3200517,"Clemons, Iowa",1165644351,C
5431,Iowa,West North Central,3200517,"Clermont, Iowa",1165644365,C
5432,Iowa,West North Central,3200517,"Clinton, Iowa",1178794316,B
5433,Iowa,West North Central,3200517,"Clio, Iowa",1165644514,C
5434,Iowa,West North Central,3200517,"Clive, Iowa",1172726454,C
5435,Iowa,West North Central,3200517,"Clutier, Iowa",1165644544,C
5436,Iowa,West North Central,3200517,"Coburg, Iowa",1165644599,C
5437,Iowa,West North Central,3200517,"Montgomery County, Iowa",1165721122,C
5438,Iowa,West North Central,3200517,"Coggon, Iowa",1165644647,C
5439,Iowa,West North Central,3200517,"Coin, Iowa",1165644662,C
5440,Iowa,West North Central,3200517,"Colesburg, Iowa",1165644738,C
5441,Iowa,West North Central,3200517,"Delaware County, Iowa",1160186843,C
5442,Iowa,West North Central,3200517,"Colfax, Iowa",1165644744,GA
5443,Iowa,West North Central,3200517,"College Springs, Iowa",1165644761,C
5444,Iowa,West North Central,3200517,"Collins, Iowa",1165644770,C
5445,Iowa,West North Central,3200517,"Colo, Iowa",1177665787,C
5446,Iowa,West North Central,3200517,"Columbus City, Iowa",1165644888,C
5447,Iowa,West North Central,3200517,"Louisa County, Iowa",1170399683,C
5448,Iowa,West North Central,3200517,"Columbus Junction, Iowa",1165644890,C
5449,Iowa,West North Central,3200517,"Colwell, Iowa",1165644940,C
5450,Iowa,West North Central,3200517,"Conesville, Iowa",1165645052,C
5451,Iowa,West North Central,3200517,"Conrad, Iowa",1165645067,C
5452,Iowa,West North Central,3200517,"Conway, Iowa",1165645095,C
5453,Iowa,West North Central,3200517,"Coon Rapids, Iowa",1170593276,C
5454,Iowa,West North Central,3200517,"Coppock, Iowa",1165645152,GA
5455,Iowa,West North Central,3200517,"Henry County, Iowa",1160186591,C
5456,Iowa,West North Central,3200517,"Coralville, Iowa",1178794301,C
5457,Iowa,West North Central,3200517,"Johnson County, Iowa",1165112511,C
5458,Iowa,West North Central,3200517,"Corning, Iowa",1165645224,C
5459,Iowa,West North Central,3200517,"Correctionville, Iowa",1176509982,C
5460,Iowa,West North Central,3200517,"Corwith, Iowa",1165645266,C
5461,Iowa,West North Central,3200517,"Corydon, Iowa",1165645272,C
5462,Iowa,West North Central,3200517,"Cotter, Iowa",1165645306,C
5463,Iowa,West North Central,3200517,"Coulter, Iowa",1165645341,C
5464,Iowa,West North Central,3200517,"Council Bluffs, Iowa",1179870684,B
5465,Iowa,West North Central,3200517,"Craig, Iowa",1165645450,C
5466,Iowa,West North Central,3200517,"Crawfordsville, Iowa",1165645498,C
5467,Iowa,West North Central,3200517,"Crescent, Iowa",1165645546,C
5468,Iowa,West North Central,3200517,"Cresco, Iowa",1168352132,B
5469,Iowa,West North Central,3200517,"Creston, Iowa",1158589424,C
5470,Iowa,West North Central,3200517,"Cromwell, Iowa",1165645664,Start
5471,Iowa,West North Central,3200517,"Crystal Lake, Iowa",1165645765,C
5472,Iowa,West North Central,3200517,"Cumberland, Iowa",1165645825,C
5473,Iowa,West North Central,3200517,"Cumming, Iowa",1165645838,C
5474,Iowa,West North Central,3200517,"Curlew, Iowa",1165645851,C
5475,Iowa,West North Central,3200517,"Cushing, Iowa",1165645871,C
5476,Iowa,West North Central,3200517,"Cylinder, Iowa",1165645920,C
5477,Iowa,West North Central,3200517,"Dakota City, Iowa",1165645964,C
5478,Iowa,West North Central,3200517,"Dallas Center, Iowa",1170846000,C
5479,Iowa,West North Central,3200517,"Dana, Iowa",1165646024,C
5480,Iowa,West North Central,3200517,"Danbury, Iowa",1165646049,C
5481,Iowa,West North Central,3200517,"Danville, Iowa",1165646130,C
5482,Iowa,West North Central,3200517,"Davenport, Iowa",1179868517,FA
5483,Iowa,West North Central,3200517,"Davis City, Iowa",1177684124,C
5484,Iowa,West North Central,3200517,"Decatur County, Iowa",1177684062,C
5485,Iowa,West North Central,3200517,"Dawson, Iowa",1165646227,C
5486,Iowa,West North Central,3200517,"Dayton, Iowa",1165646259,C
5487,Iowa,West North Central,3200517,"De Soto, Iowa",1165646329,C
5488,Iowa,West North Central,3200517,"DeWitt, Iowa",1172980373,GA
5489,Iowa,West North Central,3200517,"Decatur City, Iowa",1177684270,C
5490,Iowa,West North Central,3200517,"Decorah, Iowa",1172513222,C
5491,Iowa,West North Central,3200517,"Dedham, Iowa",1165646437,C
5492,Iowa,West North Central,3200517,"Deep River, Iowa",1165646445,C
5493,Iowa,West North Central,3200517,"Defiance, Iowa",1165646503,C
5494,Iowa,West North Central,3200517,"Shelby County, Iowa",1152938284,C
5495,Iowa,West North Central,3200517,"Delaware, Iowa",1165646553,C
5496,Iowa,West North Central,3200517,"Delhi, Iowa",1165646562,C
5497,Iowa,West North Central,3200517,"Delmar, Iowa",1167829240,C
5498,Iowa,West North Central,3200517,"Deloit, Iowa",1165646601,C
5499,Iowa,West North Central,3200517,"Delphos, Iowa",1179480407,C
5500,Iowa,West North Central,3200517,"Delta, Iowa",1165646636,C
5501,Iowa,West North Central,3200517,"Keokuk County, Iowa",1167220301,C
5502,Iowa,West North Central,3200517,"Denison, Iowa",1179021168,C
5503,Iowa,West North Central,3200517,"Denver, Iowa",1165646730,C
5504,Iowa,West North Central,3200517,"Bremer County, Iowa",1174762104,C
5505,Iowa,West North Central,3200517,"Derby, Iowa",1165646758,C
5506,Iowa,West North Central,3200517,"Des Moines, Iowa",1179869995,FA
5507,Iowa,West North Central,3200517,"Dexter, Iowa",1171729079,GA
5508,Iowa,West North Central,3200517,"Diagonal, Iowa",1174649228,GA
5509,Iowa,West North Central,3200517,"Dickens, Iowa",1165646859,C
5510,Iowa,West North Central,3200517,"Clay County, Iowa",1173198536,C
5511,Iowa,West North Central,3200517,"Dike, Iowa",1165646898,C
5512,Iowa,West North Central,3200517,"Dixon, Iowa",1155082128,C
5513,Iowa,West North Central,3200517,"Dolliver, Iowa",1165646979,C
5514,Iowa,West North Central,3200517,"Donahue, Iowa",1116556803,C
5515,Iowa,West North Central,3200517,"Donnellson, Iowa",1165647003,C
5516,Iowa,West North Central,3200517,"Lee County, Iowa",1172573742,C
5517,Iowa,West North Central,3200517,"Doon, Iowa",1165647018,GA
5518,Iowa,West North Central,3200517,"Dougherty, Iowa",1165647058,C
5519,Iowa,West North Central,3200517,"Dow City, Iowa",1165647134,GA
5520,Iowa,West North Central,3200517,"Dows, Iowa",1167553515,C
5521,Iowa,West North Central,3200517,"Drakesville, Iowa",1165647188,C
5522,Iowa,West North Central,3200517,"Dubuque, Iowa",1178793972,C
5523,Iowa,West North Central,3200517,"Dumont, Iowa",1165647307,C
5524,Iowa,West North Central,3200517,"Duncombe, Iowa",1165647322,C
5525,Iowa,West North Central,3200517,"Dundee, Iowa",1165647343,C
5526,Iowa,West North Central,3200517,"Dunkerton, Iowa",1179584060,C
5527,Iowa,West North Central,3200517,"Dunlap, Iowa",1166786889,C
5528,Iowa,West North Central,3200517,"Harrison County, Iowa",1160186605,C
5529,Iowa,West North Central,3200517,"Durango, Iowa",1165647454,Start
5530,Iowa,West North Central,3200517,"Durant, Iowa",1155083319,C
5531,Iowa,West North Central,3200517,"Dyersville, Iowa",1165647497,C
5532,Iowa,West North Central,3200517,"Dysart, Iowa",1165647499,C
5533,Iowa,West North Central,3200517,"Eagle Grove, Iowa",1165647512,C
5534,Iowa,West North Central,3200517,"Earlham, Iowa",1177925508,C
5535,Iowa,West North Central,3200517,"Earling, Iowa",1176710536,C
5536,Iowa,West North Central,3200517,"Earlville, Iowa",1165647574,C
5537,Iowa,West North Central,3200517,"Early, Iowa",1165647575,C
5538,Iowa,West North Central,3200517,"East Peru, Iowa",1165647680,C
5539,Iowa,West North Central,3200517,"Eddyville, Iowa",1165647751,C
5540,Iowa,West North Central,3200517,"Edgewood, Iowa",1151566646,C
5541,Iowa,West North Central,3200517,"Elberon, Iowa",1165647987,C
5542,Iowa,West North Central,3200517,"Eldon, Iowa",1170911683,C
5543,Iowa,West North Central,3200517,"Eldora, Iowa",1165648005,C
5544,Iowa,West North Central,3200517,"Eldridge, Iowa",1177659732,C
5545,Iowa,West North Central,3200517,"Elgin, Iowa",1165648031,C
5546,Iowa,West North Central,3200517,"Elk Horn, Iowa",1165648097,GA
5547,Iowa,West North Central,3200517,"Elk Run Heights, Iowa",1165648119,C
5548,Iowa,West North Central,3200517,"Elkader, Iowa",1167116803,C
5549,Iowa,West North Central,3200517,"Elkhart, Iowa",1165648132,C
5550,Iowa,West North Central,3200517,"Elkport, Iowa",1165648164,Start
5551,Iowa,West North Central,3200517,"Elliott, Iowa",1165650532,C
5552,Iowa,West North Central,3200517,"Ellston, Iowa",1165650555,C
5553,Iowa,West North Central,3200517,"Ellsworth, Iowa",1165650556,C
5554,Iowa,West North Central,3200517,"Elma, Iowa",1165650573,C
5555,Iowa,West North Central,3200517,"Ely, Iowa",1178130997,C
5556,Iowa,West North Central,3200517,"Emerson, Iowa",1165650660,C
5557,Iowa,West North Central,3200517,"Mills County, Iowa",1160185919,C
5558,Iowa,West North Central,3200517,"Emmetsburg, Iowa",1165650685,GA
5559,Iowa,West North Central,3200517,"Epworth, Iowa",1165650766,C
5560,Iowa,West North Central,3200517,"Essex, Iowa",1177683507,C
5561,Iowa,West North Central,3200517,"Estherville, Iowa",1165650846,C
5562,Iowa,West North Central,3200517,"Evansdale, Iowa",1170594064,C
5563,Iowa,West North Central,3200517,"Everly, Iowa",1109191399,C
5564,Iowa,West North Central,3200517,"Exira, Iowa",1165651024,C
5565,Iowa,West North Central,3200517,"Exline, Iowa",1158734713,GA
5566,Iowa,West North Central,3200517,"Fairbank, Iowa",1165746546,C
5567,Iowa,West North Central,3200517,"Fairfax, Iowa",1165746574,C
5568,Iowa,West North Central,3200517,"Fairfield, Iowa",1172089696,B
5569,Iowa,West North Central,3200517,"Farley, Iowa",1165746735,GA
5570,Iowa,West North Central,3200517,"Farmersburg, Iowa",1165746742,C
5571,Iowa,West North Central,3200517,"Farmington, Iowa",1165746763,C
5572,Iowa,West North Central,3200517,"Farnhamville, Iowa",1165746778,C
5573,Iowa,West North Central,3200517,"Calhoun County, Iowa",1161328762,C
5574,Iowa,West North Central,3200517,"Farragut, Iowa",1177683106,C
5575,Iowa,West North Central,3200517,"Fremont County, Iowa",1180051455,C
5576,Iowa,West North Central,3200517,"Fayette, Iowa",1165746801,C
5577,Iowa,West North Central,3200517,"Fenton, Iowa",1165746837,C
5578,Iowa,West North Central,3200517,"Ferguson, Iowa",1165746855,C
5579,Iowa,West North Central,3200517,"Fertile, Iowa",1173648637,C
